primary_name,Month,SeasonType,SpecificDatestobehighlighted,MinTemp,MaxTemp,Snowfall,AdvisableWear
Sterling Darjeeling,Jun,Peak,,18,22,N,Cotton
Sterling Darjeeling,Jul,Lean,1st July to 31st July Lean,18,22,N,Cotton and Rain coat
Sterling Darjeeling,Aug,2 Seasons,01-31 lean,18,22,N,Cotton and Rain coat
Sterling Darjeeling,Sep,Shoulder,15 onwards season pick up,15,20,N,Cotton
Sterling Darjeeling,Oct,Peak,,12,18,N,Light Woolen
Sterling Darjeeling,Nov,Shoulder,,10,15,N,Light Woolen
Sterling Darjeeling,Dec,Shoulder,20-31 peak,4,10,y,Heavy Woolen
Sterling Kodai Valley,Jan,Peak,1st jan to 31st Jan,8,18,N,Heavy Woolen
Sterling Kodai Valley,Feb,Shoulder,1st Feb to 28th Feb,8,20,N,Heavy Woolen
Sterling Kodai Valley,Mar,Shoulder,1st Mar to 31st Mar,11,22,N,Heavy Woolen
Sterling Kodai Valley,Apr,Shoulder,1st Apr to 30th Apr,12,25,N,Heavy Woolen
Sterling Kodai Valley,May,Peak,1st May to 31st May,13,27,N,Heavy Woolen
Sterling Kodai Valley,Jun,Peak,1st Jun to 30st Jun,12,20,N,Heavy Woolen
Sterling Kodai Valley,Jul,Lean,1st Jul to 31st Jul,12,18,N,Heavy Woolen
Sterling Kodai Valley,Aug,Lean,1st Aug to 31st Aug,12,18,N,Heavy Woolen
Sterling Kodai Valley,Sep,Shoulder,1st Sep to 30th Sep,11,18,N,Heavy Woolen
Sterling Kodai Valley,Oct,2 Seasons,1st Oct to 31st Oct,11,18,N,Heavy Woolen
Sterling Kodai Valley,Nov,Lean,1st Nov to 30th Nov,10,18,N,Heavy Woolen
Sterling Kodai Valley,Dec,Peak,1st Dec to 31st Dec,8,18,N,Heavy Woolen
Sterling Nainital,Jan,Lean,"chances of snowfall is more on feb so the tourists vist more on feb ,so our occupancy get peak during the month of feb",8,18,Y,Heavy Woolen
Sterling Nainital,Feb,Lean,"chances of snowfall is more on feb so the tourists vist more on feb ,so our occupancy get peak during the month of feb",10,20,y,Heavy Woolen
Sterling Nainital,Mar,2 Seasons,,12,25,N,Light Woolen
Sterling Nainital,Apr,Peak,"Because even though it is summer, hill station temperature is normal compared to other states, that’s why it is our peak season (1st Apr. To 15th Aug.)",18,28,N,Cotton
Sterling Nainital,May,Peak,"Because even though it is summer, hill station temperature is normal compared to other states, that’s why it is our peak season (1st Apr. To 15th Aug.)",22,32,N,Cotton
Sterling Nainital,Jun,Peak,"Because even though it is summer, hill station temperature is normal compared to other states, that’s why it is our peak season (1st Apr. To 15th Aug.)",26,35,N,Cotton
Sterling Nainital,Jul,Peak,15th of july -15th sept is our rainy season.,25,34,N,Cotton
Sterling Nainital,Aug,Peak,15th of july -15th sept is our rainy season.,24,35,N,Cotton
Sterling Nainital,Sep,2 Seasons,15th of july -15th sept is our rainy season.,23,33,N,Light Woolen
Sterling Nainital,Oct,2 Seasons,,18,29,Y,Heavy Woolen
Sterling Nainital,Nov,Shoulder,because of the festive season during dec our occupancy is full,12,24,y,Heavy Woolen
Sterling Nainital,Dec,Shoulder,because of the festive season during dec our occupancy is full,8,20,y,Heavy Woolen
Sterling Goa Varca,Jan,Peak,1st to 20th,19,30,N,Light Woolen
Sterling Goa Varca,Feb,Peak,,20,31,N,Cotton
Sterling Goa Varca,Mar,Shoulder,,23,32,N,Cotton
Sterling Goa Varca,Apr,Shoulder,,25.5,33,N,Cotton
Sterling Goa Varca,May,Lean,,26,33.5,N,Cotton
Sterling Goa Varca,Jun,Lean,,25,30,N,Cotton
Sterling Goa Varca,Jul,Lean,,24,29,N,Cotton
Sterling Goa Varca,Aug,Shoulder,,24,28,N,Cotton
Sterling Goa Varca,Sep,Shoulder,,24,29,N,Cotton
Sterling Goa Varca,Oct,Shoulder,,23,32,N,Cotton
Sterling Goa Varca,Nov,Peak,,22,33,N,Cotton
Sterling Goa Varca,Dec,Peak,15th to 31st,21,33,N,Light Woolen
Sterling Gangtok Orange Village,Jan,Lean,,0,8,Y,Heavy Woolen
Sterling Gangtok Orange Village,Feb,Lean,,0,8,y,Heavy Woolen
Sterling Gangtok Orange Village,Mar,Shoulder,15th March onwards,4,15,N,Light Woolen
Sterling Gangtok Orange Village,Apr,Peak,01st April Onwards till June end,6,18,N,Light Woolen
Sterling Gangtok Orange Village,May,Peak,01st April Onwards till June end,6,18,N,Light Woolen
Sterling Gangtok Orange Village,Jun,Peak,01st April Onwards till June end,12,19,N,Light Woolen
Sterling Gangtok Orange Village,Jul,Shoulder,01st July to 20th July,12,19,N,Light Woolen
Sterling Gangtok Orange Village,Aug,2 Seasons,,15,20,N,Light Woolen
Sterling Gangtok Orange Village,Sep,Lean,,15,20,N,Cotton
Sterling Gangtok Orange Village,Oct,2 Seasons,,15,24,N,Cotton
Sterling Gangtok Orange Village,Nov,Lean,,15,24,N,Light Woolen
Sterling Gangtok Orange Village,Dec,2 Seasons,15th Dec to 5th Jan,6,18,Y,Heavy Woolen
Sterling Padam Pench,Jan,2 Seasons,Long Weekends,2,20,N,Heavy Woolen
Sterling Padam Pench,Feb,2 Seasons,,12,24,N,Light Woolen
Sterling Padam Pench,Mar,Peak,After Exam specially last 2 weeks,18,28,N,Light Woolen
Sterling Padam Pench,Apr,Peak,After Exam specially last 2 weeks,22,35,N,Cotton
Sterling Padam Pench,May,2 Seasons,,28,42,N,Cotton
Sterling Padam Pench,Jun,2 Seasons,,28,48,N,Cotton
Sterling Padam Pench,Jul,Lean,All weekends ( only buffer open),16,24,N,Cotton
Sterling Padam Pench,Aug,Lean,All weekends,16,25,N,Light Woolen
Sterling Padam Pench,Sep,Lean,All weekends,16,24,N,Cotton
Sterling Padam Pench,Oct,Peak,Opening Of park & Festivals,18,32,N,Cotton
Sterling Padam Pench,Nov,Peak,Opening Of park & Festivals,18,30,N,Light Woolen
Sterling Padam Pench,Dec,Peak,"X-MAS, New Year & Weekends",6,20,N,Heavy Woolen
Sterling Mantra Haridwar,Jan,2 Seasons,"Lean Period but Wedding Business Support good. Hindu Wedding Dates (15,16, 18,19,25,26,27,30,31) , Festivals Lohri & Makar Shakranti 14th, 26 Republic Day)",7,20,N,Winter Wear
Sterling Mantra Haridwar,Feb,2 Seasons,"Lean Period but Wedding Business Support good, Hindu Wedding Dates (4, 6. 7, 8 12 ,13, 17, 24, 25, 26, 29) 14th Valentine Day/ Vasant Panchmi,",10,22,N,Winter Wear
Sterling Mantra Haridwar,Mar,Shoulder,"Hindu Wedding Dates (1,2,3,4,5,6,7,810,11,12,) Hinu Festival: Maha Shiv Ratri 08th , 25th Holi, 29th Good Friday,",13,27,N,Casual Wear
Sterling Mantra Haridwar,Apr,Peak,"23rd April Festival :10th Eid, 13th Baisakhi, , 17Ram Navmi , Wedding Date (18, 19. 20)",18,33,N,Summer wear
Sterling Mantra Haridwar,May,Peak,"Festival & Holidays: 1st May Labour day,12th Mothers Day, Hindu Wedding Date( 6,8,9,10,11,15,16,20,21,22,27,29,30)",21,36,N,Summer wear
Sterling Mantra Haridwar,Jun,Peak,"CHAAR DHAM END of maximum movement on 30th June. Hindu Wedding Date (1,3,5,6,7,11,12,23,24,26,27), Festivals & Holidays: 16th Fathers Day, 17th Bakra Eid",23,34,N,Summer wear
Sterling Mantra Haridwar,Jul,Lean,"Wedding Date 9,11,13,12,14,15/ Kanwad Yatra Starts from 22th July till 22nd th July , Last 5 Days No movement of Visitors , 0% Occupancy.Holidays, 16th Harela , 17th Moharram.",23,31,N,Summer wear
Sterling Mantra Haridwar,Aug,Lean,"Wedding Date, Festival/ Imp Days :4th Aug Freindship Day, 15 th August, Rakhi 19th Aug, Krishna Janmashtmi 26th Aug",23,30,N,Summer wear
Sterling Mantra Haridwar,Sep,Lean,"No Wedding Date, Festival : 7th Ganesh Chaturthi, Eid 16th Sep.",21,30,N,Summer wear
Sterling Mantra Haridwar,Oct,Lean,"No Wedding Date, Gandhi Jyanti 2nd Oct, 11th Durka Ashtmi & Navmi , 12th Dussehra, 20th Karwa Chauth.",17,29,N,Casual Wear
Sterling Mantra Haridwar,Nov,2 Seasons,"CHAAR DHAM KAPAR CLOSED on 2nd NOV, Festival: Diwali 1st Nov,3rd Nov Bhai Dooj,14th Childrens day & 15th Gurunanak Day, Wedding Date (12,13,16,17,18,22,23,25,26,28,29,",11,26,N,Winter Wear
Sterling Mantra Haridwar,Dec,2 Seasons,"Wedding Date (4, 5, 9,10,14), Festivals 25th Christmas & 31st Night",8,22,N,Winter Wear
Sterling Shivalik Chail,Jan,Shoulder,,-2,10,Y,Heavy Woolen
Sterling Shivalik Chail,Feb,Lean,,0,12,Y,Heavy Woolen
Sterling Shivalik Chail,Mar,Shoulder,,10,18,N,Light Woolen
Sterling Shivalik Chail,Apr,Peak,,14,25,N,Regular summer wear
Sterling Shivalik Chail,May,Peak,,15,25,N,Regular summer wear
Sterling Shivalik Chail,Jun,Peak,,20,30,N,Regular summer wear
Sterling Shivalik Chail,Jul,Lean,,15,20,N,Regular summer wear
Sterling Shivalik Chail,Aug,Lean,,16,22,N,Regular summer wear
Sterling Shivalik Chail,Sep,Lean,,15,22,N,Light Woolen
Sterling Shivalik Chail,Oct,Shoulder,,12,20,N,Light Woolen
Sterling Shivalik Chail,Nov,Shoulder,,10,20,N,Heavy Woolen
Sterling Shivalik Chail,Dec,Peak,,-5,16,Y,Heavy Woolen
Sterling Legacy Shimla,Jan,Lean,,-1,2,N,Woolen
Sterling Legacy Shimla,Feb,Lean,,-1,5,N,Woolen
Sterling Legacy Shimla,Mar,Lean,,8,10,N,Normal
Sterling Legacy Shimla,Apr,Peak,,18,22,N,Normal
Sterling Legacy Shimla,May,Peak,,22,28,N,Normal
Sterling Legacy Shimla,Jun,Peak,,22,28,N,Rainy
Sterling Legacy Shimla,Jul,Peak,,18,22,N,Rainy
Sterling Legacy Shimla,Aug,Peak,,16,20,N,Rainy
Sterling Legacy Shimla,Sep,Peak,,20,24,N,Rainy
Sterling Legacy Shimla,Oct,2 Seasons,,8,10,N,Woolen
Sterling Legacy Shimla,Nov,2 Seasons,,8,10,N,Woolen
Sterling Legacy Shimla,Dec,2 Seasons,,2,6,N,Woolen
Sterling Panchgani,May,Peak,,20,31,N,Normal
Sterling Panchgani,Nov,Peak,,13,23,N,Heavy Woolen
Sterling Panchgani,Dec,Peak,,13,23,N,Heavy Woolen
Sterling Vythiri Wayanad,Jan,Peak,,15,30,N,Light Woolen
Sterling Vythiri Wayanad,Feb,Shoulder,,16,30,N,Cotton
Sterling Vythiri Wayanad,Mar,Shoulder,,18,32,N,Cotton
Sterling Vythiri Wayanad,Apr,Peak,,18,35,N,Cotton
Sterling Vythiri Wayanad,May,Peak,,18,34,N,Cotton
Sterling Vythiri Wayanad,Jun,Lean,,16,30,N,Cotton+ rain gear
Sterling Vythiri Wayanad,Jul,Lean,,16,30,N,Light Woolen+ rain gear
Sterling Vythiri Wayanad,Aug,Shoulder,,16,30,N,Light Woolen+ rain gear
Sterling Vythiri Wayanad,Sep,Shoulder,,16,30,N,Light Woolen+ rain gear
Sterling Vythiri Wayanad,Oct,Shoulder,,16,30,N,Light Woolen
Sterling Vythiri Wayanad,Nov,Peak,,16,28,N,Light Woolen
Sterling Vythiri Wayanad,Dec,Peak,,16,28,N,Light Woolen
Sterling Balicha Udaipur,Jan,Peak,Wedding season & Long Weekends,9.3,23.6,N,Heavy Woolen
Sterling Balicha Udaipur,Feb,Peak,Wedding season & Long Weekends,11.9,26.6,N,Light Woolen
Sterling Balicha Udaipur,Mar,Peak,Wedding season & Long Weekends,16.4,31.7,N,Cotton
Sterling Balicha Udaipur,Apr,2 Seasons,,21.1,36.5,N,Cotton
Sterling Balicha Udaipur,May,Lean,Wedding season,24.4,38,N,Cotton
Sterling Balicha Udaipur,Jun,Lean,,24.8,34.9,N,Cotton
Sterling Balicha Udaipur,Jul,2 Seasons,1st of july -15th sept is our rainy season.,23.3,29.2,N,Cotton
Sterling Balicha Udaipur,Aug,2 Seasons,1st of july -15th sept is our rainy season.,22.4,27.7,N,Cotton
Sterling Balicha Udaipur,Sep,Shoulder,1st of july -15th sept is our rainy season.,21.3,29.5,N,Cotton
Sterling Balicha Udaipur,Oct,Shoulder,Long Weekends,18.8,31.2,N,Light Woolen
Sterling Balicha Udaipur,Nov,Peak,Wedding season,15.2,28.2,N,Light Woolen
Sterling Balicha Udaipur,Dec,Peak,because of the festive season during dec our occupancy is full,10.8,24.7,N,Heavy Woolen
Sterling Corbett,Jan,Lean,01 - 31 Lean,3,22,N,Heavy Woolen
Sterling Corbett,Feb,Lean,01 - 28 Lean,3,22,N,Light Woolen
Sterling Corbett,Mar,Peak,15 - 31 Peak,10,30,N,Light Woolen
Sterling Corbett,Apr,Peak,01 - 30 Peak,22,35-40,N,Cotton
Sterling Corbett,May,Peak,01 - 31 Peak,22,35-40,N,Cotton
Sterling Corbett,Jun,Peak,01 - 30 Peak,22,35-40,N,Cotton
Sterling Corbett,Jul,Lean,01 - 15 Peak / Lean,22,35-40,N,Cotton
Sterling Corbett,Aug,Lean,01 - 31 Lean,22,35-40,N,Cotton
Sterling Corbett,Sep,Lean,01 - 31 Lean,22,35-40,N,Cotton
Sterling Corbett,Oct,Shoulder,01 - 31 Aveg.,15,35,N,Light Woolen
Sterling Corbett,Nov,Peak,01 - 30 peak,15,30,N,Heavy Woolen
Sterling Corbett,Dec,Peak,15-31 Peak,3,22,N,Heavy Woolen
Sterling Athirappilly,Jan,2 Seasons,"Long Weekend: 13th, 14th, 15th (Jan)",23,29,N,
Sterling Athirappilly,Feb,Shoulder,,24,30,N,
Sterling Athirappilly,Mar,Shoulder,"Long Weekend: 23rd, 24th, 25th, 29th, 30th, 31st (Mar)",25,31,N,
Sterling Athirappilly,Apr,Lean,,25,31,N,
Sterling Athirappilly,May,Lean,,25,29,N,
Sterling Athirappilly,Jun,2 Seasons,"Long Weekend: 15th, 16th, 17th (June)",24,27,N,
Sterling Athirappilly,Jul,Shoulder,,24,27,N,
Sterling Athirappilly,Aug,Shoulder,"Long Weekend: 24th, 25th, 26th (Aug)",24,27,N,
Sterling Athirappilly,Sep,Shoulder,,24,27,N,
Sterling Athirappilly,Oct,2 Seasons,"Long Weekend: 29th, 30th & 31st (Oct)",24,28,N,
Sterling Athirappilly,Nov,Peak,"Long Weekend: 1st, 2nd, 3rd (Nov)",24,28,N,
Sterling Athirappilly,Dec,Peak,Dec 20th - 31st,23,29,N,
"Sterling City Centre Bokaro",Jan,Peak,,22,28,N,Light winter wear
"Sterling City Centre Bokaro",Feb,Peak,,22,28,N,
"Sterling City Centre Bokaro",Mar,Peak,,22,28,N,
"Sterling City Centre Bokaro",Apr,Peak,,25,34,N,
"Sterling City Centre Bokaro",May,Peak,,25,36,N,
"Sterling City Centre Bokaro",Jun,Shoulder,,24,34,N,
"Sterling City Centre Bokaro",Jul,Lean,,24,32,N,
"Sterling City Centre Bokaro",Aug,Lean,,24,32,N,
Sterling City Centre Bokaro,Sep,Shoulder,,24,32,N,
Sterling City Centre Bokaro,Oct,2 Seasons,,22,30,N,Light winter wear
Sterling City Centre Bokaro,Nov,Peak,,20,28,N,winter wear
Sterling City Centre Bokaro,Dec,Peak,,20,28,N,winter wear
Sterling Orient Woods,Jan,2 Seasons,Long Weekends,12,20,N,Heavy Woolen
Sterling Orient Woods,Feb,2 Seasons,,12,24,N,Light Woolen
Sterling Orient Woods,Mar,Peak,,18,28,N,Light Woolen
Sterling Orient Woods,Apr,Peak,,22,35,N,Cotton
Sterling Orient Woods,May,Peak,,28,42,N,Cotton
Sterling Orient Woods,Jun,2 Seasons,,28,48,N,Cotton
Sterling Orient Woods,Jul,Lean,All weekends ( only buffer open),16,24,N,Cotton
Sterling Orient Woods,Aug,Lean,All weekends,16,25,N,Light Woolen
Sterling Orient Woods,Sep,Lean,All weekends,16,24,N,Cotton
Sterling Orient Woods,Oct,Peak,Opening Of park & Festivals,18,32,N,Cotton
Sterling Orient Woods,Nov,Peak,Opening Of park & Festivals,18,30,N,Light Woolen
Sterling Orient Woods,Dec,Peak,"X-MAS, New Year & Weekends",10,20,N,Heavy Woolen
Sterling Nainital,Jan,Lean,"chances of snowfall is more on feb so the tourists vist more on feb ,so our occupancy get peak during the month of feb",0,18,Y,Heavy Woolen
Sterling Nainital,Feb,Lean,"chances of snowfall is more on feb so the tourists vist more on feb ,so our occupancy get peak during the month of feb",5,18,y,Heavy Woolen
Sterling Nainital,Mar,2 Seasons,,12,22,N,Light Woolen
Sterling Nainital,Apr,Peak,"Because even though it is summer, hill station temperature is normal compared to other states, that’s why it is our peak season (1st Apr. To 15th Aug.)",18,28,N,Cotton
Sterling Nainital,May,Peak,"Because even though it is summer, hill station temperature is normal compared to other states, that’s why it is our peak season (1st Apr. To 15th Aug.)",22,32,N,Cotton
Sterling Nainital,Jun,Peak,"Because even though it is summer, hill station temperature is normal compared to other states, that’s why it is our peak season (1st Apr. To 15th Aug.)",26,35,N,Cotton
Sterling Nainital,Jul,Peak,15th of july -15th sept is our rainy season.,25,30,N,Cotton
Sterling Nainital,Aug,Peak,15th of july -15th sept is our rainy season.,24,35,N,Cotton
Sterling Nainital,Sep,2 Seasons,15th of july -15th sept is our rainy season.,23,30,N,Light Woolen
Sterling Nainital,Oct,2 Seasons,,18,26,Y,Heavy Woolen
Sterling Nainital,Nov,Shoulder,because of the festive season during dec our occupancy is full,12,25,y,Heavy Woolen
Sterling Nainital,Dec,Shoulder,because of the festive season during dec our occupancy is full,8,20,y,Heavy Woolen
Sterling Corbett,Jan,Lean,01 - 31 Lean,3,22,N,Heavy Woolen
Sterling Corbett,Feb,Lean,01 - 28 Lean,3,22,N,Light Woolen
Sterling Corbett,Mar,Peak,15 - 31 Peak,10,30,N,Light Woolen
Sterling Corbett,Apr,Peak,01 - 30 Peak,22,35-40,N,Cotton
Sterling Corbett,May,Peak,01 - 31 Peak,22,35-40,N,Cotton
Sterling Corbett,Jun,Peak,01 - 30 Peak,22,35-40,N,Cotton
Sterling Corbett,Jul,Lean,01 - 15 Peak / Lean,22,35-40,N,Cotton
Sterling Corbett,Aug,Lean,01 - 31 Lean,22,35-40,N,Cotton
Sterling Corbett,Sep,Lean,01 - 31 Lean,22,35-40,N,Cotton
Sterling Corbett,Oct,Shoulder,01 - 31 Aveg.,15,35,N,Light Woolen
Sterling Corbett,Nov,Peak,01 - 30 peak,15,30,N,Heavy Woolen
Sterling Corbett,Dec,Peak,15-31 Peak,3,22,N,Heavy Woolen
